Inscription: IE,Inscription: Order,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Inscription: Letter Height Averaged,Inscription: Language,Inscription: Text,Inscription: Scrubbed Text,Inscription: Diplomatic Text,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Inscription: ID,Inscription: Low Date,Inscription: Low Date Uncertainty,Inscription: High Date,Inscription: High Date Uncertainty,Inscription: Notes
360,104,Contract Concerning Iulius Nikanor,Building or Monument,Other/Uncertain,,60.0,20,0.0130,True,Greek,frg ab ἀμετάθετον κα ς γεγρα αὖθις ἐσομένων c 6 μαι τοὺ ς αἰῶνας ὑποτίθηται ἢ πωλήσῃ ἢ καθ ὃν δήπο τε οὖν τρό πον τὰς προσόδους εἰς ἄλλο τι μεταθῇ ἢ κ αθὸ σύνφω 5 ν ε ὀνόματι μισθώσεως ἢ ἐφευρεμ άτων ἢ σει τωνιῶν ων ἢ εἰς πλείονα χρόνον μισθῶσαι τολμήσῃ τὴν ἐ τῶν προσθέσει τὴν τῆς τετραε τ ίας μίσθω σιν ᾑτινιοῦν προφάσει χρησάμενος ω ἡ Σαλαμε ι ν τοῦ Ῥωμαίων αἰραρίου καὶ ἐξέστω τοῖς δημιου ρ 10 γοῖς ην ποιοῦσι τὴν τειμὴν εἰς λαμβάνειν τὸ με εἰσηγησαμένων ἐ κριτον τοῖς ἱε ρ οσυλίας τῶι Ῥωμαί ων αἰραρίῳ φυ λαχθῆναι ἡ βουλὴ τ ῶ ν Ἀρεοπαγει τῶν καὶ ὃ Ἰούλιος Νικ 15 άνωρ ίαν ἀφαιρε θῆναι τῆς πόλεως ὁμολ ο γούμενον πρὸς Σαλαμεῖνος ἢ ἀν τ ρόπον μετὰ ἐκείνων τῶν πόρων συν Σαλα μεινιακῆς ήσεως εἰς τὴν ἐπὶ τ ιν καὶ τοῖς με 20 τὰ τὴν αὐτοῦ τελευτὴν κατὰ φυλὴν ψήφωι πρὸς ἅπαντα ον ωνχ ἐ νγείνεσθαι ὑπὸ Ἰουλίου Νικάνορος καί τῶν μετ αὐτὸν τΙ ν μηδενὸς ἔχοντος ἐξουσίαν τοῦ τὴν τεταγμένην ὀγδόην ν τῶν γεωργ ούντων τῶν ἐν τῆι ν ήσωι καθάπερ καὶ εἶχον λιν συνκτή 25 σεως τὴν ἐξουσίαν τ γενημάτων ὀπ συγχωρηθ είσης αὐ τοῖς ἀτελείας καὶ νῦν φυλαττομένῃς τῶν ε κα ὶ τῶν εἰς τὴν Ἐλευσῖνα ἐπὶ πράσει φερομέ νων καὶ ὅτι ἄλλο ὁ δῆμος ὁ Ἀ θη ναίων Σ Π ΙΣΕ ΣΚΕΥΑΣΗ τ ν ὑποπείπτε ιν ΟΜΗΣΕΝ τ αὐξήσεως 30 ποτε π φθη τι εἰς ομένων έσεως α ο μενον ταυ τα ἀ νετέθη ἐν 35 γ ράμματο ς νόμιμον Ἀσκ ληπιῶι καὶ Ἀθη ναίων κτ δ ιων ἀπ frg c 40 χει ροτο νημένον ντων φο α ὐτὸν τῶν γεωργ οῦντας ἐ ν τη Ἰουλί ωι Νικ ά νορι 45 αν ἐὰν ἴωσιν ν καὶ μετὰ προσθ έ σεως ὁ τ ῶ ν ἐσο μένων τὸ σ ύνφων ο ν 50 νη τὸν με προ σόδ ους Agora XVI 337 frg f εμε ο πον ἢ παρε ημα τ frg g α μμε ἐ πιμελη σ , ἀμετάθετον κα ς γεγρα αὖθις ἐσομένων μαι τοὺ ς αἰῶνας ὑποτίθηται πωλήσῃ καθ ὃν δήπο τρό πον τὰς προσόδους ἄλλο μεταθῇ κ αθὸ σύνφω ν ε ὀνόματι μισθώσεως ἐφευρεμ άτων σει τωνιῶν ων πλείονα χρόνον μισθῶσαι τολμήσῃ ἐ τῶν προσθέσει τετραε τ ίας μίσθω σιν ᾑτινιοῦν προφάσει χρησάμενος ω Σαλαμε ι ν Ῥωμαίων αἰραρίου ἐξέστω τοῖς δημιου ρ γοῖς ην ποιοῦσι τειμὴν λαμβάνειν με εἰσηγησαμένων ἐ κριτον τοῖς ἱε ρ οσυλίας τῶι Ῥωμαί ων αἰραρίῳ φυ λαχθῆναι βουλὴ τ ῶ ν Ἀρεοπαγει ὃ Ἰούλιος Νικ άνωρ ίαν ἀφαιρε θῆναι πόλεως ὁμολ ο γούμενον Σαλαμεῖνος ἀν τ ρόπον ἐκείνων πόρων συν Σαλα μεινιακῆς ήσεως τ ιν τοῖς με αὐτοῦ τελευτὴν φυλὴν ψήφωι ἅπαντα ονωνχ ἐ νγείνεσθαι Ἰουλίου Νικάνορος καί μετ αὐτὸν τΙ ν μηδενὸς ἔχοντος ἐξουσίαν τεταγμένην ὀγδόην ν γεωργ ούντων τῆι ν ήσωι καθάπερ εἶχον λιν συνκτή σεως ἐξουσίαν τ γενημάτων ὀπ συγχωρηθ είσης αὐ τοῖς ἀτελείας νῦν φυλαττομένῃς ε κα ὶ Ἐλευσῖνα πράσει φερομέ νων ἄλλο δῆμος Ἀ θη ναίων Σ Π ΙΣΕ ΣΚΕΥΑΣΗ τ ν ὑποπείπτε ιν ΟΜΗΣΕΝ τ αὐξήσεως ποτε π φθη ομένων έσεως α ο μενον ταυ τα ἀ νετέθη γ ράμματο ς νόμιμον Ἀσκ ληπιῶι Ἀθη ναίων κτ δ ιων ἀπ χει ροτο νημένον ντων φο α ὐτὸν γεωργ οῦντας ἐ ν τη Ἰουλί ωι Νικ ά νορι αν ἴωσιν ν προσθ έ σεως τ ῶ ν ἐσο μένων σ ύνφων ο ν νη με προ σόδ ους εμε ο πον παρε ημα τ α μμε ἐ πιμελη σ , ς γεγρα ς αἰῶνας τε οὖν τρό αθὸ σύνφω άτων ἢ σει τολμήσῃ τ ίας μίσθω ω ἡ Σαλαμε τοῖς δημιου λαμβάνειν τὸ κριτον τοῖς ἱε ων αἰραρίῳ φυ ῶ ν Ἀρεοπαγει ίαν ἀφαιρε ο γούμενον ρόπον μετὰ μεινιακῆς ιν καὶ τοῖς με κατὰ φυλὴν νγείνεσθαι ν μηδενὸς ν τῶν γεωργ λιν συνκτή είσης αὐ ὶ τῶν εἰς τὴν δῆμος ὁ Ἀ ν ὑποπείπτε αὐξήσεως φθη τι εἰς ομένων έσεως α μενον ταυ νετέθη ἐν ράμματο νόμιμον ληπιῶι καὶ ναίων κτ δ ιων ἀπ χει ροτο ντων φο α ὐτὸν τῶν οῦντας ἐ ωι Νικ ά νορι αν ἐὰν ἴωσιν ν καὶ μετὰ έ σεως ὁ τ ῶ ν ἐσο ύνφων ο ν νη τὸν με σόδ ους εμε ο πον ἢ παρε ημα τ α μμε πιμελη σ ,1224,437,336,131,2,0,1,0,0,0,0,360,50,False,70,True,
361,105,Statue Base for Tiberius Klaudios Nouios of Oion,Building or Monument,Dedication,,60.0,10,,,Greek, ⁷ Ι Ο ἀνα θέντα τὰ ἐν αὐτῷ ἀγάλματα τῶν Σεβασ τ ῶν ἐκ τῶν ἰδίων καὶ ἀρχιερέα πρῶτον γενόμε νο ν τῶν Σεβαστῶν ἀνέθηκαν , Ι Ο ἀνα θέντα αὐτῷ ἀγάλματα Σεβασ τ ῶν ἰδίων ἀρχιερέα πρῶτον γενόμε νο ν Σεβαστῶν ἀνέθηκαν , Ι Ο θέντα τὰ ἐν αὐτῷ ἀγάλματα τῶν Σεβασ ῶν ἐκ τῶν ἰδίων καὶ ἀρχιερέα πρῶτον γενόμε ν τῶν Σεβαστῶν ἀνέθηκαν ,93,86,27,23,0,1,1,0,1,1,0,361,55,False,65,False,
362,106,"Status Base for Iulius Nikanor, New Homer and New Themistokles",Base,Dedication,,60.0,10,0.0220,,Greek,1 ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ὁ Ἀθηναίων Ἰού λιον Νικάνορα ν έον Ὅμηρον 5 κ αὶ νέον Θεμιστοκλέα , Ἀρείου πάγου βουλὴ βουλὴ ἑξακοσίων δῆμος Ἀθηναίων Ἰού λιον Νικάνορα ν έον Ὅμηρον κ αὶ νέον Θεμιστοκλέα , ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ὁ Ἀθηναίων Ἰού λιον Νικάνορα ,103,73,28,20,3,0,1,3,1,0,0,362,55,True,65,True,
363,107,Entablature,Base,Dedication,Before the Telestrion,99.0,78,0.0400,,Greek,1 Αὐτ ο κράτορο ς c 40 ὁ ἀ ρ χ ιερεὺς τῶ ν Σεβ αστῶ ν vac , Αὐτ ο κράτορο ς ὁ ἀ ρ χ ιερεὺς τῶ ν Σεβ αστῶ ν , ο κράτορο ς ὁ ἀ ρ χ ιερεὺς τῶ ν Σεβ αστῶ ν ,40,30,19,15,0,2,2,1,1,1,1,363,60,False,138,True,
364,108,Monument for Klaudia Alkia,Base,Dedication,,65.0,10,0.0140,,Greek,1 Τιβέριος Κλαύδιος Ἡρώδου υἱὸς Ἵππαρχος Μαραθώνιος τὴν ἑαυτοῦ θυγατέρα Κλαυδίαν Ἀλκί α ν μυηθεῖσαν ἀ φ ἑστίας Δήμητρι καὶ Κόρῃ vv ἐπὶ ἱερείας 5 Κλεοῦς τῆς Εὐκλέους Φλυέως γόνῳ δὲ Νεικοδήμου Ἑρμείου θυγατρός , Τιβέριος Κλαύδιος Ἡρώδου υἱὸς Ἵππαρχος Μαραθώνιος θυγατέρα Κλαυδίαν Ἀλκίαν μυηθεῖσαν ἀφ ἑστίας Δήμητρι Κόρῃ ἱερείας Κλεοῦς Εὐκλέους Φλυέως γόνῳ Νεικοδήμου Ἑρμείου θυγατρός , Τιβέριος Κλαύδιος Ἡρώδου Ἵππαρχος Μαραθώνιος τὴν ἑαυτοῦ θυγατέρα Κλαυδίαν Ἀλκίν μυηθεῖσαν φ ἑστίας Δήμητρι καὶ Κόρῃ ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως γόνῳ δὲ Νεικοδήμου Ἑρμείου θυγατρός ,174,164,35,29,0,2,4,1,1,4,0,364,60,False,70,False,
365,109,Statue Base for Titus Flavius Sophokles T. Flavii Kononos Sounieus,Base,Dedication,,75.0,10,0.0200,,Greek,1 Τίτ ον Φλάου ιον Σοφο κλέα Σουν ιέα Τίτου Φλαουίου Κ όνωνος υἱὸν μυηθέντα ἀφ ἑστίας ἡ τή 5 θ η Φλαουί α Σοφία Δήμητρι καὶ Κόρη ι ἀνέθηκεν , Τίτ ον Φλάου ιον Σοφο κλέα Σουν ιέα Τίτου Φλαουίου Κ όνωνος υἱὸν μυηθέντα ἀφ ἑστίας τή θ η Φλαουί α Σοφία Δήμητρι Κόρη ι ἀνέθηκεν , ον Φλάου κλέα Σουν Φλαουίου Κ μυηθέντα θ η Φλαουί καὶ Κόρη ,110,47,31,14,0,1,2,1,1,2,0,365,70,False,80,False,
366,110,Statue Base for Titus Flavius Konon Kononos Sounieus,Base,Dedication,,77.5,5,0.0230,,Greek,1 Τ ίτον Φλ άουιον Κ όν ων α Κόνωνος Σουνιέα Φλ αουία Σοφί α Πο πλίου Λι κιννίου Ἀττικοῦ ἐξ Οἴου θυγάτηρ τὸν ἑαυτῆς υἱὸν Δήμητρι καὶ Κόρῃ ἀνέ θ ηκεν , Τ ίτον Φλ άουιον Κ όν ων α Κόνωνος Σουνιέα Φλ αουία Σοφί α Πο πλίου Λι κιννίου Ἀττικοῦ Οἴου θυγάτηρ ἑαυτῆς υἱὸν Δήμητρι Κόρῃ ἀνέ θ ηκεν , όν ων α Κόνωνος Σουνιέα Φλ α Πο Λι Ἀττικοῦ ἐξ Οἴου θυγάτηρ ἑαυτῆς υἱὸν Δήμητρι καὶ Κόρῃ θ ηκεν ,117,75,33,22,0,0,2,1,1,2,0,366,75,True,80,False,
367,111,Statue Base for Titus Flavius Sophokles Kononos Sounieus,Base,Dedication,,77.5,5,0.0250,,Greek,1 Τί τον Φλ άουιον Σοφοκλ έα Κόνωνος Σουνιέα Φλα ουία Σοφία Π οπλίου Λι κιννίου Ἀττικοῦ ἐξ Οἴου θυ γάτηρ τὸν ἑα υτῆς υἱὸν Δήμητρι καὶ Κ όρῃ ἀνέθηκ εν , Τί τον Φλ άουιον Σοφοκλ έα Κόνωνος Σουνιέα Φλα ουία Σοφία Π οπλίου Λι κιννίου Ἀττικοῦ Οἴου θυ γάτηρ ἑα υτῆς υἱὸν Δήμητρι Κ όρῃ ἀνέθηκ εν , Τί Φλ Σοφοκλ Φλα Σοφία Π γάτηρ τὸν ἑα όρῃ ἀνέθηκ ,119,38,32,13,0,0,2,1,1,2,0,367,75,True,80,False,
368,112,Statue Base for Unknown,Base,Dedication,,77.5,5,0.0320,,Greek, ⁷Ι ⁷ ἐξ Οἴου θ υγάτηρ Δήμητρι καὶ Κόρῃ ἀνέ θηκεν , Ι Οἴου θ υγάτηρ Δήμητρι Κόρῃ ἀνέ θηκεν , Ι Οἴου θ θηκεν ,38,11,13,6,0,0,1,0,0,1,0,368,75,False,80,True,
369,113,"Building Dedicated by Klaudia Tartarion, Priestess of Demeter and Kore",Base,Dedication,,77.5,5,,,Greek,1 Κλαυδία Τατάριον Μενάνδρου Γαργ η ττίου θυγάτηρ ἱέρε ι α τῆς Δήμητρος καὶ τῆς Κόρης ἐπιμελ ηθ έντων τῆς κατασκευῆς καὶ καθιερώσεω ς , Κλαυδία Τατάριον Μενάνδρου Γαργηττίου θυγάτηρ ἱέρεια Δήμητρος Κόρης ἐπιμεληθέντων κατασκευῆς καθιερώσεω ς , Κλαυδία Τατάριον Μενάνδρου Γαργττίου θυγάτηρ ἱέρεα τῆς ἐπιμελέντων τῆς κατασκευῆς καὶ καθιερώσεω,110,85,25,13,0,1,0,0,0,0,0,369,75,False,80,True,
370,114,"Statue Base for Publius Fulvius Metrodoros, Hearth-Initiate",Base,Dedication,,85.0,10,0.0100,,Greek,1 Πούπλ ιος Φούλβιος Μάξιμο ς Σουνιε ὺς μυηθέντα ἀφ ἑ στίας Πούπλιον Φούλβιον Μη τρόδωρ ον τὸν ἑαυτοῦ υἱὸν Δή 5 μητρι κ αὶ Κόρῃ ἀνέθ ηκεν , Πούπλ ιος Φούλβιος Μάξιμο ς Σουνιε ὺς μυηθέντα ἀφ ἑ στίας Πούπλιον Φούλβιον Μη τρόδωρ ον υἱὸν Δή μητρι κ αὶ Κόρῃ ἀνέθ ηκεν , ιος Φούλβιος Μάξιμο ς ὺς μυηθέντα ἀφ ἑ Πούπλιον Φούλβιον Μη ον τὸν ἑαυτοῦ υἱὸν Δή αὶ Κόρῃ ἀνέθ ηκεν ,110,80,29,22,0,1,2,1,1,2,0,370,80,True,90,False,
371,115,"Statue Base for Klaudia Philoxena, Hierophantis",Base,Dedication,,97.5,15,0.0250,,Greek,1 ἱερόφαντιν τῆς Νεω τέρας v Κλ αυδίαν Φιλοξέναν Τι βερίου Κλαυδίου Πάτρωνος Μελιτέως θυγατέρα 5 ἀργυρώσασαν τὸν βωμὸν τῆς νεωτέρας Θεοῦ ἐπιμεληθέντος τῆς ἀναθέσεως τοῦ υἱοῦ αὐτῆς Τι βερίου Κλ αυδίου Λυσιάδου 10 τοῦ Τι βερίου Κλ αυδίου Πάτρωνος υἱοῦ Μελιτέως vac 0 08 m 12 ἐπὶ ἱερείας Κλ αυδίας Τιμοθέας , ἱερόφαντιν Νεω τέρας Κλ αυδίαν Φιλοξέναν Τι βερίου Κλαυδίου Πάτρωνος Μελιτέως θυγατέρα ἀργυρώσασαν βωμὸν νεωτέρας Θεοῦ ἐπιμεληθέντος ἀναθέσεως υἱοῦ αὐτῆς Τι βερίου Κλ αυδίου Λυσιάδου Τι βερίου Κλ αυδίου Πάτρωνος υἱοῦ Μελιτέως ἱερείας Κλ αυδίας Τιμοθέας , ἱερόφαντιν τῆς Νεω τέρας Κλ Φιλοξέναν Τι Κλαυδίου Πάτρωνος Μελιτέως θυγατέρα ἀργυρώσασαν τὸν βωμὸν τῆς νεωτέρας Θεοῦ ἐπιμεληθέντος τῆς ἀναθέσεως τοῦ υἱοῦ αὐτῆς Τι Κλ Λυσιάδου τοῦ Τι Κλ Πάτρωνος υἱοῦ Μελιτέως ἐπὶ ἱερείας Κλ Τιμοθέας ,252,196,53,38,0,2,3,1,1,3,0,371,90,True,105,True,
372,116,Statue Base for an Unknown Individual,Base,Dedication,,97.5,15,0.0280,,Greek, vacat κατ ὰ τὸν Ἀρεοπαγειτῶν ὑπομν η ματ ι σμ ό ν vac 0 045 m 2 ἐπὶ ἱερείας Κλ αυδίας Τειμοθέας τῆς Τειμοθέου Γαργηττίου θυ γατρός , κατ ὰ Ἀρεοπαγειτῶν ὑπομν η ματ ι σμ ό ν ἱερείας Κλ αυδίας Τειμοθέας Τειμοθέου Γαργηττίου θυ γατρός , ὰ τὸν Ἀρεοπαγειτῶν ὑπομνματ ι σμ ό ν ἐπὶ ἱερείας Κλ Τειμοθέας τῆς Τειμοθέου Γαργηττίου θυ ,104,74,29,18,1,1,1,1,0,1,0,372,90,True,105,True,
373,117,"G. Kl. Seilianos Polykritos, Hearth-Initiate",Building or Monument,Dedication,,97.5,15,,,Greek,1 Κλαύδιος καὶ Κλαυδία Γ άιον Κλαύδιον Σειλι ανὸν Πολύκριτον τὸν υἱὸν μυηθέντα 5 ἀφ ἑστίας ταῖν Θε αῖν ἀνέθηκαν ἐπὶ ἱερείας Κλαυδίας Τειμοθέας τῆς Τειμο θέου Γαργηττίου θυ 10 γατρός , Κλαύδιος Κλαυδία Γ άιον Κλαύδιον Σειλι ανὸν Πολύκριτον υἱὸν μυηθέντα ἀφ ἑστίας ταῖν Θε αῖν ἀνέθηκαν ἱερείας Κλαυδίας Τειμοθέας Τειμο θέου Γαργηττίου θυ γατρός , Κλαύδιος καὶ Κλαυδία Γ Κλαύδιον Σειλι ανὸν Πολύκριτον τὸν υἱὸν μυηθέντα ἀφ ἑστίας ταῖν Θε αῖν ἀνέθηκαν ἐπὶ ἱερείας Κλαυδίας Τειμοθέας τῆς Τειμο θέου Γαργηττίου θυ ,151,137,32,28,0,2,4,2,1,4,0,373,90,True,105,True,
374,118,Statue Base for Zopyros Zopyrou Piraieos,Base,Dedication,,97.5,15,0.0230,,Greek,1 Ζώπυρον Ͻ Πιραιέα μυηθέντα ἀφ ἑστίας 5 ἐπὶ ἱερείας Κλ αυδίας Τειμοθέας , Ζώπυρον Πιραιέα μυηθέντα ἀφ ἑστίας ἱερείας Κλ αυδίας Τειμοθέας , Ζώπυρον Πιραιέα μυηθέντα ἀφ ἑστίας ἐπὶ ἱερείας Κλ Τειμοθέας ,60,51,14,11,0,2,2,0,1,2,0,374,90,True,105,True,
375,119,Statue Base for an Unknown Individual,Base,Dedication,,97.5,15,,,Greek, ἕν ε κε ν vac 0 102 m 2 ἐπὶ ἱερείας Κλα υδίας Τιμοθέας τῆς Τιμοθ έου Γαργηττίου θυγατρός , ἕν ε κε ν ἱερείας Κλα υδίας Τιμοθέας Τιμοθ έου Γαργηττίου θυγατρός , ε κε υδίας Τιμοθ ,70,13,21,6,0,1,1,0,0,1,0,375,90,True,105,True,
376,120,Statue Base for an Unknown Individual,Base,Dedication,,97.5,15,0.0230,,Greek,vacat ἐπὶ ἱερείας Κλ αυδίας Τ ι μοθέ ας vacat, ἱερείας Κλ αυδίας Τ ι μοθέ ας , ι μοθέ ,36,5,10,4,0,1,1,0,0,1,0,376,90,True,105,True,
377,121,Statue Base for the Unknown Wife of Ammonios of Kholleidai,Base,Dedication,,87.5,25,0.0190,,Greek,1 Ἀμμώνιος nomen patris Χολλείδης τὴν γενομένην ἑαυτοῦ γ υναῖκα καὶ ὁ κῆρυξ τῆς ἐξ Ἀρείου πά γου 5 βουλῆς Θράσυλλος Ἀμμω νίου Χολλείδης τὴν ἑαυτοῦ μη τέρα ἀνέθηκαν ἀρετῆς ἕνεκ ε ν καὶ τῆς πρὸς τὰς Θεὰς εὐσεβ είας , Ἀμμώνιος Χολλείδης γενομένην γ υναῖκα κῆρυξ Ἀρείου πά γου βουλῆς Θράσυλλος Ἀμμω νίου Χολλείδης μη τέρα ἀνέθηκαν ἀρετῆς ἕνεκ ε ν τὰς Θεὰς εὐσεβ είας , τὴν γενομένην ἑαυτοῦ γ καὶ ὁ κῆρυξ τῆς ἐξ Ἀρείου πά βουλῆς Θράσυλλος Ἀμμω Χολλείδης τὴν ἑαυτοῦ μη ἀνέθηκαν ἀρετῆς ἕνεκ ε καὶ τῆς πρὸς τὰς Θεὰς εὐσεβ ,173,121,41,30,1,1,3,1,1,3,0,377,75,False,100,False,
378,122,Statue Base for Eraton Eratonos Besaieus,Base,Dedication,,50.5,99,0.0280,,Greek,1 ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ β ο υ λὴ τῶν Χ vac Ἐράτωνα Ἐράτωνος ⁵⁶ Βησαιέα ἀρετῆς ἕνεκεν ⁵⁶, βουλὴ Ἀρείου πάγου ἡ β ο υ λὴ Χ Ἐράτωνα Ἐράτωνος Βησαιέα ἀρετῆς ἕνεκεν , ἐξ Ἀρείου πάγου καὶ ἡ β ο υ λὴ τῶν Χ Ἐράτωνα Ἐράτωνος Βησαιέα ἀρετῆς ἕνεκεν ,75,60,23,18,2,0,1,2,1,1,0,378,1,False,100,False,
379,123,"Statue Base for an Unknown Individual, Dedicated by a Priestess",Stele,Dedication,,50.5,99,0.0140,,Greek,1 θ υγάτηρ ἱέρηα v τῆς Δήμητρος καὶ τῆς Κόρης καὶ τὰ γένη ἐξ ὧ ν αἱ ἱέρειαι γίγνονται δαι Φιλλεῖδαι εὐσεβείας ἕνεκα καὶ τῆς εἰς αὐτ ὰ εὐεργεσίας vac vacat, θ υγάτηρ ἱέρηα Δήμητρος Κόρης γένη ὧ ν αἱ ἱέρειαι γίγνονται δαι Φιλλεῖδαι εὐσεβείας ἕνεκα αὐτ ὰ εὐεργεσίας , θ υγάτηρ ἱέρηα τὰ γένη ἐξ ὧ δαι Φιλλεῖδαι ὰ εὐεργεσίας ,124,44,31,13,1,2,1,0,0,1,0,379,1,True,100,True,
380,124,"Statue Base for Athenais, Granddaughter of a Hierophantis",Base,Dedication,Before the Telestrion,50.5,99,0.0120,,Greek,1 κούρην υἱῆος περιώνυμον Ἱερόφαντις θῆκε Θεαῖς ἰδίαις μύστιν Ἀθηναΐδα , κούρην υἱῆος περιώνυμον Ἱερόφαντις θῆκε Θεαῖς ἰδίαις μύστιν Ἀθηναΐδα , κούρην υἱῆος περιώνυμον Ἱερόφαντις θῆκε Θεαῖς ἰδίαις μύστιν Ἀθηναΐδα ,61,60,11,11,0,1,1,0,1,1,0,380,1,True,100,True,
