ID,Text,Clean Text,Diplomatic Text
613,"[— — — — — — — — — — — — —]
          
          
            
              
            
            [— — — — —]λΛ̣#⁷[— — — — —]
          
          
            
              
            
            [— — — — —]λαβ[— — — — — —]
          
          
            
              
            
            [— — — — —]οκλα̣[— — — — —]
          
          
            
              
            
                                    vacat",λΛ̣ λαβ οκλα̣,λΛ̣ λαβ οκλα̣
612,"1
            
            ἡ πόλις",ἡ πόλις,ἡ πόλις
611,"1
            
            [vacat Ἀγαθῇ Τ]ύχῃ vacat
          
          
            
              
            
            [— — — — — — — — — —]",Ἀγαθῇ Τύχῃ,ύχῃ
610,"[— — — — — —]
          
          
            
              
            
            [Ἀγαθῆι] Τ̣ύχη̣[ι]
          
          
            
              
            
            [— — —]τα[— —]
          
          
            
              
            
            [— — — — — —]",Ἀγαθῆι Τ̣ύχη̣ι τα,Τ̣ύχη̣ τα
609,"1
            
            [vacat Ἀγαθῆι Τ]ύχη[ι vacat]
          
          
            
              
            
            [— — — — — — — — — — —]",Ἀγαθῆι Τύχηι,ύχη
608,"1
            
            vac. Ἀγαθ[ῆι Τύχηι    vac.]
          
          
            
              
            
            [— — — — — — — — — — — —]",Ἀγαθῆι Τύχηι,Ἀγαθ
607,"[— — — — — — — — — —]
          
          
            
              
            
                                    [ἀγα]θῇ τ[ύ]-
          
          
            
              
            
                                %⁸⁰%⁸⁰χῃ vv
          
          
            
              
            
            [— — — — — — —]ΜΙ[— —]
          
          
            
              
            
            [— — — — — — — —]Ι[— —]
          
          
            
              
            
            [— — — — — — — — — —]",ἀγαθῇ τύ ⁰⁰χῃ ΜΙ Ι,θῇ τ ⁰⁰χῃ ΜΙ Ι
606,"[— — — — — — — — — — —]
          
          
            
              
            
            [— — — — — —]Λ̣[— — — —]
          
          
            
              
            
            [— — — ἐπὶ ἱερ]ε̣ίας [— — —]
          
          
            
              
            
                                    vacat",Λ̣ ἐπὶ ἱερε̣ίας,Λ̣ ε̣ίας
605,"[— — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — — π]ό̣λιν [— — —]
          
          
            
              
            
            [— — — εἰς τὸν] δ̣ῆμο[ν — — —]
          
          
            
              
            
                                        vacat",πό̣λιν εἰς τὸν δ̣ῆμον,ό̣λιν δ̣ῆμο
604,"1
            
            [ἡ] ἐξ Ἀρείου π̣ά̣[γου βουλὴ καὶ ἡ βουλὴ τῶν ․]
          
          
            
              
            
            [καὶ] ὁ δῆμ[ος — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — — — — — —]",ἡ ἐξ Ἀρείου π̣ά̣γου βουλὴ καὶ ἡ βουλὴ τῶν καὶ ὁ δῆμος,ἐξ Ἀρείου π̣ά̣ ὁ δῆμ
603,"[— — — — — — — — — —]
          
          
            
              
            
            [— — —] Ἀ̣ντιοχ[ο— — —]
          
          
            
              
            
            [— — — — — — — — — —]",Ἀ̣ντιοχο,Ἀ̣ντιοχ
602,"[— — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — —]ο̣υ
          
          
            
              
            
            [— — — — — — Λυσι?]άδου
          
          
            
              
            
            [— — — — — — — —]ΥΔΑ̣[․]
          
          
            
              
            
            [— — — — — — — — — —]",ο̣υ Λυσιάδου ΥΔΑ̣,ο̣υ άδου ΥΔΑ̣
601,"frg. a
            
            [— — — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — καὶ ὁ δῆ?]μος  v
          
          
            
              
            
            [— — — — — — — — — — — — — —]ον vv
          
          
            
              
            
            [— — — — — — — — — — — — —] ἡ̣γεμό-
          
          
            
              
            
            [να — — — — — — — — — — — —]ότατα
          
          
            
              5
            
            [— — — — — — — — — — — — —]ας ἐπὶ
          
          
            
              
            
            [— — — — — — — — — — — εὐν?]ọίᾳ τῇ
          
          
            
              
            
            [— — — — — — — — — — — — —]σην ἐν Ἐ-
          
          
            
              
            
            [λευσῖνι? — — — — — — — — — —]οχρονω̣-
          
          
            
              
            
            [— — — — — — — — — — — — — — — —]
          
          
            
              
            
             
          
          
            
              frg. b
            
            [— — — — — — — — — — — — — — — —]
          
          
            
              9
            
            [․․․5-6․․․]ΝΚΟ̣[․․4-5․․]Λ̣[— — — —]
          
          
            
              10
            
            [․․4-5․․]σαντα ἐπισημ̣[— — — — — — —]
          
          
            
              
            
            [κ]αὶ ἐνδοξότατα̣ αὐ̣[— — — — — — — —]
          
          
            
              
            
            δικαιοσύνῃ κ̣[αὶ? — — — — — — — — — —]
          
          
            
              
            
            πρὸς τοὺ[ς — — — — — — — — — — — —]
          
          
            
              
            
            [δ]ε̣ξ[ι]τ[ερ— — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — — — —]",καὶ ὁ δῆμος ον ἡ̣γεμό να ότατα ας ἐπὶ εὐνọίᾳ τῇ σην ἐν Ἐ λευσῖνι οχρονω̣ ΝΚΟ̣Λ̣ σαντα ἐπισημ̣ καὶ ἐνδοξότατα̣ αὐ̣ δικαιοσύνῃ κ̣αὶ πρὸς τοὺς δε̣ξιτερ,μος ον ἡ̣γεμό ότατα ας ἐπὶ ọίᾳ τῇ σην ἐν Ἐ οχρονω̣ ΝΚΟ̣Λ̣ σαντα ἐπισημ̣ αὶ ἐνδοξότατα̣ αὐ̣ δικαιοσύνῃ κ̣ πρὸς τοὺ ε̣ξτ
